pack_id,Amsterdam,Berlin,Brussels,Copenhagen,Helsinki,Madrid,Paris,Platform,Rome,Stockholm,Webshop
P126,8,8,15,23,33,17,12,4,8,15,49
P127,1,2,2,3,5,1,1,1,1,4,1
P128,1,2,1,0,0,2,0,0,0,3,3
P129,0,1,0,1,0,0,1,0,1,0,3
P130,0,0,0,0,0,2,0,0,0,6,0
P131,0,0,1,4,0,3,3,1,0,4,6
P132,3,3,8,4,13,4,6,2,0,4,15
P133,0,1,1,0,0,0,0,0,0,0,1
P134,0,0,1,0,4,1,1,1,0,0,2
P135,1,0,0,0,0,0,0,0,0,0,0
P136,0,1,0,8,5,0,0,0,0,0,0
P137,1,1,1,0,0,1,1,0,0,0,7
P138,0,0,0,0,5,12,6,2,0,1,0
P139,0,1,0,1,0,0,0,0,0,0,0
P140,5,3,2,6,4,6,4,2,1,11,6
P141,4,5,0,0,1,4,3,0,0,4,0
P142,2,2,3,5,3,2,2,1,1,4,6
P143,0,0,4,3,4,2,2,1,1,2,5
P144,1,0,2,3,2,3,2,1,0,4,8
P145,0,1,2,2,2,1,0,1,0,0,1
P146,3,4,5,7,4,3,3,1,2,11,15
P147,1,0,2,2,4,1,2,2,2,0,7
P148,0,4,2,1,5,2,1,0,0,1,4
P149,0,0,1,5,0,4,0,0,0,0,13
P150,1,2,0,2,0,0,0,0,1,0,0
P151,0,0,2,1,1,0,0,1,0,3,0
P152,4,4,7,8,11,8,0,3,4,11,21
P153,0,0,0,0,0,0,1,0,0,0,1
P154,2,0,0,0,2,0,0,0,0,1,2
P155,0,2,0,3,6,6,1,1,3,3,4
P156,3,1,0,0,0,0,1,0,0,0,0
P157,2,1,6,5,4,3,3,1,1,7,9
P158,0,0,0,3,2,0,2,1,0,5,8
P159,2,6,2,5,7,0,0,2,2,2,2
P160,0,1,2,1,2,1,1,1,0,1,2
P161,1,0,3,3,3,3,4,1,2,3,6
P162,0,0,3,2,0,1,0,0,1,2,0
P163,0,2,2,2,0,1,5,0,0,0,7
P164,3,3,4,4,4,5,3,1,1,5,9
P165,1,0,0,0,0,0,0,0,0,0,0
P166,1,1,0,1,1,1,1,1,1,1,3
P167,1,0,1,0,0,0,0,0,2,0,0
P168,1,2,0,0,0,0,0,2,0,0,11
P169,9,6,14,14,16,5,5,4,3,9,22
P170,0,0,0,0,0,0,0,0,0,2,0
P171,0,2,0,5,0,0,0,0,0,0,1
P172,0,1,0,1,0,0,1,0,0,1,1
P173,0,0,2,0,0,0,0,1,0,0,0
P174,7,6,8,13,14,6,4,2,3,11,21
P175,1,0,0,0,2,0,0,0,2,0,0
P176,1,1,0,8,1,4,0,0,0,1,1
P177,0,0,1,0,3,7,2,0,0,12,0
P178,3,3,0,3,0,0,0,1,0,0,0
P179,0,1,2,1,0,0,0,0,0,0,1
P180,1,1,1,1,2,1,1,1,0,1,2
P181,0,1,0,0,0,1,0,0,1,0,0
P182,0,0,0,2,0,0,1,0,0,1,0
P183,2,3,4,6,10,5,2,2,2,8,17
P184,1,0,0,0,0,1,0,0,1,0,1
P185,0,1,0,0,0,2,0,1,0,0,0
P186,1,2,1,0,2,1,0,2,0,5,8
P187,0,1,1,0,0,0,0,0,0,0,2
P188,3,3,2,4,8,5,2,1,1,7,9
P189,2,0,0,0,3,0,1,0,1,0,0
P190,0,0,1,0,0,1,0,1,0,0,0
P191,2,4,6,7,7,3,4,1,1,12,13
P192,1,0,0,0,1,2,0,0,0,0,11
P193,0,3,2,5,0,0,0,0,2,1,5
P194,0,0,0,0,0,0,0,0,0,0,2
P195,0,0,0,2,0,0,0,0,0,1,0
P196,0,0,4,1,0,0,0,1,0,0,0
