channel_id,product_id,size,forecast_ensemble,category_group
Brussels,LVTGQBBF4L,L,89,T-shirt men
Brussels,LVTGQBBF4L,M,118,T-shirt men
Brussels,LVTGQBBF4L,S,30,T-shirt men
Brussels,LVTGQBBF4L,XL,30,T-shirt men
Brussels,LVTGQBBF4L,XS,25,T-shirt men
Brussels,LVTGQBBF4L,XXL,14,T-shirt men
Brussels,QSCW4SWQBC,L,45,T-shirt men
Brussels,QSCW4SWQBC,M,102,T-shirt men
Brussels,QSCW4SWQBC,S,83,T-shirt men
Brussels,QSCW4SWQBC,XL,36,T-shirt men
Brussels,QSCW4SWQBC,XS,17,T-shirt men
Brussels,QSCW4SWQBC,XXL,24,T-shirt men
Copenhagen,1S7GY8JV18,L,61,T-shirt men
Copenhagen,1S7GY8JV18,M,143,T-shirt men
Copenhagen,1S7GY8JV18,S,62,T-shirt men
Copenhagen,1S7GY8JV18,XL,41,T-shirt men
Copenhagen,1S7GY8JV18,XS,54,T-shirt men
Copenhagen,1S7GY8JV18,XXL,57,T-shirt men
Copenhagen,20RE1NI7XN,L,84,T-shirt men
Copenhagen,20RE1NI7XN,M,42,T-shirt men
Copenhagen,20RE1NI7XN,S,28,T-shirt men
Copenhagen,20RE1NI7XN,XL,32,T-shirt men
Copenhagen,20RE1NI7XN,XS,19,T-shirt men
Copenhagen,20RE1NI7XN,XXL,26,T-shirt men
Copenhagen,LK5NB8UR9Y,L,92,T-shirt men
Copenhagen,LK5NB8UR9Y,M,162,T-shirt men
Copenhagen,LK5NB8UR9Y,S,102,T-shirt men
Copenhagen,LK5NB8UR9Y,XL,36,T-shirt men
Copenhagen,LK5NB8UR9Y,XS,34,T-shirt men
Copenhagen,LK5NB8UR9Y,XXL,25,T-shirt men
Copenhagen,LVTGQBBF4L,L,103,T-shirt men
Copenhagen,LVTGQBBF4L,M,165,T-shirt men
Copenhagen,LVTGQBBF4L,S,51,T-shirt men
Copenhagen,LVTGQBBF4L,XL,48,T-shirt men
Copenhagen,LVTGQBBF4L,XS,23,T-shirt men
Copenhagen,LVTGQBBF4L,XXL,30,T-shirt men
Copenhagen,QSCW4SWQBC,L,107,T-shirt men
Copenhagen,QSCW4SWQBC,M,109,T-shirt men
Copenhagen,QSCW4SWQBC,S,63,T-shirt men
Copenhagen,QSCW4SWQBC,XL,37,T-shirt men
Copenhagen,QSCW4SWQBC,XS,24,T-shirt men
Copenhagen,QSCW4SWQBC,XXL,18,T-shirt men
Helsinki,1S7GY8JV18,L,148,T-shirt men
Helsinki,1S7GY8JV18,M,113,T-shirt men
Helsinki,1S7GY8JV18,S,70,T-shirt men
Helsinki,1S7GY8JV18,XL,49,T-shirt men
Helsinki,1S7GY8JV18,XS,40,T-shirt men
Helsinki,1S7GY8JV18,XXL,40,T-shirt men
Helsinki,20RE1NI7XN,L,109,T-shirt men
Helsinki,20RE1NI7XN,M,140,T-shirt men
Helsinki,20RE1NI7XN,S,62,T-shirt men
Helsinki,20RE1NI7XN,XL,26,T-shirt men
Helsinki,20RE1NI7XN,XS,41,T-shirt men
Helsinki,20RE1NI7XN,XXL,19,T-shirt men
Helsinki,LK5NB8UR9Y,L,141,T-shirt men
Helsinki,LK5NB8UR9Y,M,154,T-shirt men
Helsinki,LK5NB8UR9Y,S,57,T-shirt men
Helsinki,LK5NB8UR9Y,XL,71,T-shirt men
Helsinki,LK5NB8UR9Y,XS,29,T-shirt men
Helsinki,LK5NB8UR9Y,XXL,37,T-shirt men
Helsinki,LVTGQBBF4L,L,130,T-shirt men
Helsinki,LVTGQBBF4L,M,161,T-shirt men
Helsinki,LVTGQBBF4L,S,77,T-shirt men
Helsinki,LVTGQBBF4L,XL,36,T-shirt men
Helsinki,LVTGQBBF4L,XS,30,T-shirt men
Helsinki,LVTGQBBF4L,XXL,23,T-shirt men
Helsinki,QSCW4SWQBC,L,141,T-shirt men
Helsinki,QSCW4SWQBC,M,116,T-shirt men
Helsinki,QSCW4SWQBC,S,54,T-shirt men
Helsinki,QSCW4SWQBC,XL,55,T-shirt men
Helsinki,QSCW4SWQBC,XS,29,T-shirt men
Helsinki,QSCW4SWQBC,XXL,27,T-shirt men
Madrid,1S7GY8JV18,L,54,T-shirt men
Madrid,1S7GY8JV18,M,103,T-shirt men
Madrid,1S7GY8JV18,S,52,T-shirt men
Madrid,1S7GY8JV18,XL,16,T-shirt men
Madrid,1S7GY8JV18,XS,29,T-shirt men
Madrid,1S7GY8JV18,XXL,28,T-shirt men
Madrid,20RE1NI7XN,L,49,T-shirt men
Madrid,20RE1NI7XN,M,84,T-shirt men
Madrid,20RE1NI7XN,S,58,T-shirt men
Madrid,20RE1NI7XN,XL,25,T-shirt men
Madrid,20RE1NI7XN,XS,31,T-shirt men
Madrid,20RE1NI7XN,XXL,14,T-shirt men
Madrid,LK5NB8UR9Y,L,85,T-shirt men
Madrid,LK5NB8UR9Y,M,56,T-shirt men
Madrid,LK5NB8UR9Y,S,48,T-shirt men
Madrid,LK5NB8UR9Y,XL,25,T-shirt men
Madrid,LK5NB8UR9Y,XS,14,T-shirt men
Madrid,LK5NB8UR9Y,XXL,11,T-shirt men
Madrid,LVTGQBBF4L,L,70,T-shirt men
Madrid,LVTGQBBF4L,M,83,T-shirt men
Madrid,LVTGQBBF4L,S,47,T-shirt men
Madrid,LVTGQBBF4L,XL,20,T-shirt men
Madrid,LVTGQBBF4L,XS,22,T-shirt men
Madrid,LVTGQBBF4L,XXL,13,T-shirt men
Madrid,QSCW4SWQBC,L,87,T-shirt men
Madrid,QSCW4SWQBC,M,66,T-shirt men
Madrid,QSCW4SWQBC,S,43,T-shirt men
Madrid,QSCW4SWQBC,XL,50,T-shirt men
Madrid,QSCW4SWQBC,XS,45,T-shirt men
Madrid,QSCW4SWQBC,XXL,17,T-shirt men
Paris,1S7GY8JV18,L,53,T-shirt men
Paris,1S7GY8JV18,M,56,T-shirt men
Paris,1S7GY8JV18,S,44,T-shirt men
Paris,1S7GY8JV18,XL,22,T-shirt men
Paris,1S7GY8JV18,XS,12,T-shirt men
Paris,1S7GY8JV18,XXL,18,T-shirt men
Paris,20RE1NI7XN,L,17,T-shirt men
Paris,20RE1NI7XN,M,43,T-shirt men
Paris,20RE1NI7XN,S,28,T-shirt men
Paris,20RE1NI7XN,XL,15,T-shirt men
Paris,20RE1NI7XN,XS,17,T-shirt men
Paris,20RE1NI7XN,XXL,10,T-shirt men
Paris,LK5NB8UR9Y,L,56,T-shirt men
Paris,LK5NB8UR9Y,M,60,T-shirt men
Paris,LK5NB8UR9Y,S,33,T-shirt men
Paris,LK5NB8UR9Y,XL,22,T-shirt men
Paris,LK5NB8UR9Y,XS,10,T-shirt men
Paris,LK5NB8UR9Y,XXL,12,T-shirt men
Paris,LVTGQBBF4L,L,63,T-shirt men
Paris,LVTGQBBF4L,M,65,T-shirt men
Paris,LVTGQBBF4L,S,34,T-shirt men
Paris,LVTGQBBF4L,XL,24,T-shirt men
Paris,LVTGQBBF4L,XS,26,T-shirt men
Paris,LVTGQBBF4L,XXL,12,T-shirt men
Paris,QSCW4SWQBC,L,73,T-shirt men
Paris,QSCW4SWQBC,M,77,T-shirt men
Paris,QSCW4SWQBC,S,28,T-shirt men
Paris,QSCW4SWQBC,XL,20,T-shirt men
Paris,QSCW4SWQBC,XS,18,T-shirt men
Paris,QSCW4SWQBC,XXL,12,T-shirt men
Platform,1S7GY8JV18,L,27,T-shirt men
Platform,1S7GY8JV18,M,12,T-shirt men
Platform,1S7GY8JV18,S,25,T-shirt men
Platform,1S7GY8JV18,XL,6,T-shirt men
Platform,1S7GY8JV18,XS,7,T-shirt men
Platform,1S7GY8JV18,XXL,7,T-shirt men
Platform,20RE1NI7XN,L,18,T-shirt men
Platform,20RE1NI7XN,M,27,T-shirt men
Platform,20RE1NI7XN,S,13,T-shirt men
Platform,20RE1NI7XN,XL,5,T-shirt men
Platform,20RE1NI7XN,XS,8,T-shirt men
Platform,20RE1NI7XN,XXL,4,T-shirt men
Platform,LK5NB8UR9Y,L,15,T-shirt men
Platform,LK5NB8UR9Y,M,11,T-shirt men
Platform,LK5NB8UR9Y,S,9,T-shirt men
Platform,LK5NB8UR9Y,XL,11,T-shirt men
Platform,LK5NB8UR9Y,XS,4,T-shirt men
Platform,LK5NB8UR9Y,XXL,7,T-shirt men
Platform,LVTGQBBF4L,L,33,T-shirt men
Platform,LVTGQBBF4L,M,24,T-shirt men
Platform,LVTGQBBF4L,S,12,T-shirt men
Platform,LVTGQBBF4L,XL,10,T-shirt men
Platform,LVTGQBBF4L,XS,9,T-shirt men
Platform,LVTGQBBF4L,XXL,7,T-shirt men
Platform,QSCW4SWQBC,L,9,T-shirt men
Platform,QSCW4SWQBC,M,21,T-shirt men
Platform,QSCW4SWQBC,S,7,T-shirt men
Platform,QSCW4SWQBC,XL,9,T-shirt men
Platform,QSCW4SWQBC,XS,4,T-shirt men
Platform,QSCW4SWQBC,XXL,3,T-shirt men
Rome,1S7GY8JV18,L,10,T-shirt men
Rome,1S7GY8JV18,M,29,T-shirt men
Rome,1S7GY8JV18,S,18,T-shirt men
Rome,1S7GY8JV18,XL,12,T-shirt men
Rome,1S7GY8JV18,XS,11,T-shirt men
Rome,1S7GY8JV18,XXL,4,T-shirt men
Rome,20RE1NI7XN,L,20,T-shirt men
Rome,20RE1NI7XN,M,40,T-shirt men
Rome,20RE1NI7XN,S,25,T-shirt men
Rome,20RE1NI7XN,XL,8,T-shirt men
Rome,20RE1NI7XN,XS,7,T-shirt men
Rome,20RE1NI7XN,XXL,13,T-shirt men
Rome,LK5NB8UR9Y,L,28,T-shirt men
Rome,LK5NB8UR9Y,M,32,T-shirt men
Rome,LK5NB8UR9Y,S,17,T-shirt men
Rome,LK5NB8UR9Y,XL,6,T-shirt men
Rome,LK5NB8UR9Y,XS,9,T-shirt men
Rome,LK5NB8UR9Y,XXL,4,T-shirt men
Rome,LVTGQBBF4L,L,17,T-shirt men
Rome,LVTGQBBF4L,M,37,T-shirt men
Rome,LVTGQBBF4L,S,17,T-shirt men
Rome,LVTGQBBF4L,XL,11,T-shirt men
Rome,LVTGQBBF4L,XS,4,T-shirt men
Rome,LVTGQBBF4L,XXL,6,T-shirt men
Rome,QSCW4SWQBC,L,27,T-shirt men
Rome,QSCW4SWQBC,M,36,T-shirt men
Rome,QSCW4SWQBC,S,20,T-shirt men
Rome,QSCW4SWQBC,XL,7,T-shirt men
Rome,QSCW4SWQBC,XS,5,T-shirt men
Rome,QSCW4SWQBC,XXL,8,T-shirt men
Stockholm,1S7GY8JV18,L,103,T-shirt men
Stockholm,1S7GY8JV18,M,156,T-shirt men
Stockholm,1S7GY8JV18,S,101,T-shirt men
Stockholm,1S7GY8JV18,XL,54,T-shirt men
Stockholm,1S7GY8JV18,XS,40,T-shirt men
Stockholm,1S7GY8JV18,XXL,21,T-shirt men
Stockholm,20RE1NI7XN,L,102,T-shirt men
Stockholm,20RE1NI7XN,M,122,T-shirt men
Stockholm,20RE1NI7XN,S,64,T-shirt men
Stockholm,20RE1NI7XN,XL,47,T-shirt men
Stockholm,20RE1NI7XN,XS,45,T-shirt men
Stockholm,20RE1NI7XN,XXL,37,T-shirt men
Stockholm,LK5NB8UR9Y,L,74,T-shirt men
Stockholm,LK5NB8UR9Y,M,115,T-shirt men
Stockholm,LK5NB8UR9Y,S,52,T-shirt men
Stockholm,LK5NB8UR9Y,XL,33,T-shirt men
Stockholm,LK5NB8UR9Y,XS,29,T-shirt men
Stockholm,LK5NB8UR9Y,XXL,23,T-shirt men
Stockholm,LVTGQBBF4L,L,80,T-shirt men
Stockholm,LVTGQBBF4L,M,103,T-shirt men
Stockholm,LVTGQBBF4L,S,68,T-shirt men
Stockholm,LVTGQBBF4L,XL,53,T-shirt men
Stockholm,LVTGQBBF4L,XS,25,T-shirt men
Stockholm,LVTGQBBF4L,XXL,23,T-shirt men
Stockholm,QSCW4SWQBC,L,139,T-shirt men
Stockholm,QSCW4SWQBC,M,94,T-shirt men
Stockholm,QSCW4SWQBC,S,86,T-shirt men
Stockholm,QSCW4SWQBC,XL,50,T-shirt men
Stockholm,QSCW4SWQBC,XS,33,T-shirt men
Stockholm,QSCW4SWQBC,XXL,24,T-shirt men
Webshop,1S7GY8JV18,L,160,T-shirt men
Webshop,1S7GY8JV18,M,250,T-shirt men
Webshop,1S7GY8JV18,S,152,T-shirt men
Webshop,1S7GY8JV18,XL,116,T-shirt men
Webshop,1S7GY8JV18,XS,86,T-shirt men
Webshop,1S7GY8JV18,XXL,77,T-shirt men
Webshop,20RE1NI7XN,L,116,T-shirt men
Webshop,20RE1NI7XN,M,194,T-shirt men
Webshop,20RE1NI7XN,S,132,T-shirt men
Webshop,20RE1NI7XN,XL,63,T-shirt men
Webshop,20RE1NI7XN,XS,87,T-shirt men
Webshop,20RE1NI7XN,XXL,39,T-shirt men
Webshop,LK5NB8UR9Y,L,239,T-shirt men
Webshop,LK5NB8UR9Y,M,315,T-shirt men
Webshop,LK5NB8UR9Y,S,63,T-shirt men
Webshop,LK5NB8UR9Y,XL,67,T-shirt men
Webshop,LK5NB8UR9Y,XS,74,T-shirt men
Webshop,LK5NB8UR9Y,XXL,37,T-shirt men
Webshop,LVTGQBBF4L,L,199,T-shirt men
Webshop,LVTGQBBF4L,M,272,T-shirt men
Webshop,LVTGQBBF4L,S,78,T-shirt men
Webshop,LVTGQBBF4L,XL,81,T-shirt men
Webshop,LVTGQBBF4L,XS,56,T-shirt men
Webshop,LVTGQBBF4L,XXL,73,T-shirt men
Webshop,QSCW4SWQBC,L,181,T-shirt men
Webshop,QSCW4SWQBC,M,275,T-shirt men
Webshop,QSCW4SWQBC,S,110,T-shirt men
Webshop,QSCW4SWQBC,XL,72,T-shirt men
Webshop,QSCW4SWQBC,XS,34,T-shirt men
Webshop,QSCW4SWQBC,XXL,54,T-shirt men
