restart,iteration,operator,current_cost,restart_best_cost,global_best_cost,temperature,pack_types_current,pack_types_best,shortage_units_best,overstock_units_best,elapsed_seconds
1,28000,reallocate,278128,278128,278128,0.00414519,600,600,0,20544,481.944
1,28250,reallocate,277437,277437,277437,0.003658,600,600,0,20435,485.971
1,28500,reallocate,277226,277226,277226,0.00322807,600,600,0,20407,489.889
1,28750,reallocate,277023,277023,277023,0.00284867,600,600,0,20380,493.91
1,29000,reallocate,276806,276806,276806,0.00251387,600,600,0,20382,498.072
1,29250,reallocate,276710,276710,276710,0.00221841,600,600,0,20374,502.024
1,29500,reallocate,276538,276538,276538,0.00195768,600,600,0,20353,506.01
1,29750,reallocate,276363,276363,276363,0.00172759,600,600,0,20312,509.899
1,30000,reallocate,276258,276258,276258,0.00152455,600,600,0,20298,513.957
1,30250,reallocate,276113,276113,276113,0.00134537,600,600,0,20285,518.046
1,30500,reallocate,276060,276060,276060,0.00118724,600,600,0,20280,522.192
1,30750,reallocate,275736,275736,275736,0.00104771,600,600,0,20236,526.071
1,31000,reallocate,275588,275588,275588,0.000924569,600,600,0,20229,529.91
1,31250,reallocate,275461,275461,275461,0.000815904,600,600,0,20213,534.107
1,31500,reallocate,275368,275368,275368,0.00072001,600,600,0,20200,538.234
1,31750,reallocate,275095,275095,275095,0.000635387,600,600,0,20162,542.279
1,32000,reallocate,274974,274974,274974,0.000560709,600,600,0,20145,546.106
1,32250,reallocate,274930,274930,274930,0.000494809,600,600,0,20132,550.221
1,32500,reallocate,274732,274732,274732,0.000436654,600,600,0,20066,554.202
1,32750,reallocate,274556,274556,274556,0.000385333,600,600,0,20032,558.13
1,33000,reallocate,274337,274337,274337,0.000340045,600,600,0,20018,562.119
1,33250,reallocate,273937,273937,273937,0.000300079,600,600,0,19996,566.091
1,33500,reallocate,273661,273661,273661,0.000264811,600,600,0,19960,570.027
1,33750,reallocate,273433,273433,273433,0.000233687,600,600,0,19937,573.937
1,34000,reallocate,273122,273122,273122,0.000206222,600,600,0,19915,577.832
1,34250,reallocate,272966,272966,272966,0.000181984,600,600,0,19916,581.883
1,34500,reallocate,272772,272772,272772,0.000160596,600,600,0,19876,585.955
1,34750,reallocate,272626,272626,272626,0.000141721,600,600,0,19869,589.896
1,35000,reallocate,272401,272401,272401,0.000125064,600,600,0,19844,593.91
1,35250,reallocate,272373,272373,272373,0.000110365,600,600,0,19836,598.072
1,35500,reallocate,272231,272231,272231,9.7394e-05,600,600,0,19820,602.268
1,35750,reallocate,272072,272072,272072,8.59472e-05,600,600,0,19752,606.594
1,36000,reallocate,271875,271875,271875,7.58458e-05,600,600,0,19762,610.87
1,36250,reallocate,271752,271752,271752,6.69316e-05,600,600,0,19751,615.021
1,36500,reallocate,271589,271589,271589,5.90651e-05,600,600,0,19731,619.305
1,36750,reallocate,271529,271529,271529,5.21231e-05,600,600,0,19725,623.562
1,37000,reallocate,271433,271433,271433,4.59971e-05,600,600,0,19764,627.757
1,37250,reallocate,271342,271342,271342,4.0591e-05,600,600,0,19749,631.999
1,37500,reallocate,271250,271250,271250,3.58203e-05,600,600,0,19742,636.137
