pack_id,Amsterdam,Berlin,Brussels,Copenhagen,Helsinki,Madrid,Paris,Platform,Rome,Stockholm,Webshop
P266,2,0,2,2,0,0,0,0,0,0,1
P267,0,1,0,2,1,1,0,0,0,2,2
P268,0,0,1,1,0,1,1,0,0,3,0
P269,0,0,1,0,0,0,0,1,0,1,2
P270,1,1,0,1,1,1,0,0,1,0,7
P271,0,5,7,2,1,5,0,0,0,1,7
P272,1,3,0,0,0,2,2,0,1,3,6
P273,0,1,0,0,5,0,0,2,0,0,0
P274,1,1,1,2,2,1,2,0,0,2,0
P275,0,1,0,3,2,1,3,0,2,0,6
P276,0,0,0,0,1,0,0,0,0,5,3
P277,0,0,0,0,0,2,1,0,0,0,1
P278,1,0,1,0,2,0,0,0,1,0,0
P279,1,1,0,2,2,2,1,1,0,2,0
P280,0,0,0,0,1,3,0,0,0,1,0
P281,2,3,1,5,2,0,0,1,0,3,1
P282,0,0,4,0,3,0,0,0,0,0,11
P283,0,0,0,0,0,0,0,1,0,0,0
P284,0,0,3,2,1,0,1,0,0,1,0
P285,0,0,0,0,0,0,1,1,0,0,1
P286,4,1,0,3,0,1,1,0,1,2,5
P287,0,1,0,0,2,0,0,0,0,1,4
P288,4,3,3,3,6,0,2,0,1,7,13
P289,0,0,1,0,0,1,1,0,0,0,1
P290,1,0,0,3,1,2,1,0,1,0,2
P291,2,0,1,0,1,0,0,2,0,2,1
P292,4,2,6,0,5,0,3,2,1,8,14
P293,1,3,1,3,1,3,2,1,0,7,1
P294,1,1,0,0,1,2,1,0,0,0,0
P295,0,0,0,0,0,1,0,0,2,0,0
P296,0,0,0,1,0,0,0,0,0,2,1
P297,0,0,1,0,1,0,0,0,0,1,0
P298,0,0,0,0,0,1,0,0,0,0,0
P299,1,0,0,1,0,0,0,0,0,0,2
P300,0,0,0,0,0,0,0,0,0,1,0
P301,1,0,0,0,0,0,0,0,0,0,1
P302,1,0,0,0,7,4,2,1,0,3,0
P303,0,0,0,2,3,0,1,1,1,3,5
P304,2,1,1,3,2,1,1,0,1,3,6
P305,1,0,2,2,3,2,1,1,1,2,5
P306,0,1,1,11,0,0,0,0,0,0,0
P307,0,0,1,5,0,0,0,1,2,2,6
P308,1,2,1,1,2,3,2,2,2,5,5
P309,0,1,0,0,0,0,0,1,0,0,3
P310,1,0,1,2,3,0,0,0,0,0,0
P311,1,0,1,2,1,1,0,0,0,0,0
P312,2,0,0,0,6,8,2,1,1,4,0
P313,0,0,2,0,1,2,3,0,0,0,2
P314,2,0,0,1,1,0,1,0,0,0,0
P315,0,1,0,0,0,2,1,1,0,0,0
P316,1,0,1,0,0,1,0,0,0,0,0
P317,0,2,0,0,1,4,0,0,2,1,0
P318,0,0,3,4,1,0,0,0,0,0,0
P319,0,1,0,2,0,2,0,0,0,3,0
P320,0,1,0,11,10,2,1,1,0,2,0
P321,0,0,0,0,0,1,0,0,1,3,4
P322,0,0,1,0,0,3,2,0,0,4,0
P323,5,1,1,1,7,1,5,5,0,1,17
P324,1,0,0,1,1,0,0,0,0,0,1
P325,1,0,0,0,0,1,0,0,0,0,0
P326,4,0,0,0,0,0,0,1,0,2,1
P327,0,0,2,0,0,0,0,0,0,0,0
P328,1,0,1,0,0,0,0,0,0,1,0
P329,0,1,1,2,0,0,0,0,0,9,0
P330,0,0,0,0,1,0,0,0,0,0,0
P331,0,1,1,4,2,0,1,1,1,3,0
P332,0,2,1,1,7,4,3,1,1,1,5
P333,0,1,0,0,0,2,0,1,0,0,0
P334,0,2,0,1,2,0,0,0,0,1,3
P335,2,3,1,7,0,2,3,0,3,2,9
P336,0,0,1,1,3,0,1,0,0,1,3
P337,0,0,0,5,3,0,0,0,0,1,0
P338,0,1,1,0,0,0,0,0,0,0,2
P339,0,1,1,0,3,0,0,0,1,0,0
P340,0,0,0,3,0,0,0,0,0,0,0
P341,0,1,0,0,0,0,0,0,0,0,0
P342,1,0,0,1,0,1,0,0,0,3,0
P343,0,0,5,0,0,0,0,0,0,0,0
P344,0,0,0,2,1,2,0,0,0,0,1
P345,0,0,2,0,0,0,0,0,0,1,1
P346,0,0,0,0,0,0,1,0,0,1,2
P347,2,1,0,0,5,1,1,0,2,2,1
P348,1,0,1,1,0,0,0,0,0,0,0
P349,0,0,0,0,2,0,2,0,0,0,3
P350,6,0,0,2,0,0,2,2,1,0,0
P351,1,2,0,0,0,2,0,0,0,3,0
P352,0,0,0,0,0,0,1,0,0,0,0
P353,0,0,0,0,0,0,0,0,1,0,8
P354,0,1,0,0,3,1,0,0,0,0,3
P355,2,4,2,13,7,6,6,0,1,12,8
P356,1,1,0,4,3,1,0,0,0,0,2
P357,0,0,1,0,0,0,0,0,0,1,3
P358,0,1,2,1,0,0,4,0,0,0,4
P359,0,0,1,4,0,3,3,0,0,0,4
P360,0,0,0,0,0,0,1,0,0,0,0
P361,0,2,1,1,3,0,0,0,1,0,0
P362,0,0,0,2,0,0,0,1,0,0,5
P363,0,4,3,5,6,0,2,1,2,0,2
P364,0,0,2,0,0,0,0,0,0,0,4
P365,2,0,0,1,7,3,8,2,1,11,0
P366,0,0,0,2,1,1,0,0,1,0,1
P367,2,2,5,8,7,4,2,1,2,4,13
P368,0,0,1,0,0,1,0,0,0,0,1
P369,0,1,2,5,3,3,4,1,0,4,3
P370,0,0,7,3,0,0,0,0,1,0,0
P371,1,1,1,1,1,1,2,1,1,2,4
P372,0,0,0,0,0,1,0,0,0,0,1
P373,0,0,0,1,0,0,1,1,0,5,2
P374,0,0,0,0,0,0,0,0,0,1,0
P375,0,0,1,2,0,0,0,0,0,0,0
P376,0,0,0,0,0,2,0,0,1,0,0
P377,1,0,0,0,4,1,1,2,0,5,0
P378,0,0,0,1,0,1,0,0,0,1,0
P379,4,1,3,7,4,1,2,0,0,2,9
P380,0,0,0,0,1,0,1,0,0,2,2
P381,0,2,5,0,5,3,3,0,0,5,21
P382,1,1,0,1,1,4,1,0,0,0,7
P383,0,1,0,0,1,0,0,1,0,0,1
P384,5,0,0,1,0,0,2,1,0,0,0
P385,1,1,0,0,2,0,1,0,2,0,11
P386,2,1,1,3,3,2,1,0,1,3,3
P387,0,0,1,1,1,0,0,1,0,0,0
P388,0,1,0,1,0,0,0,0,0,0,6
P389,1,1,2,3,0,0,0,0,0,2,8
P390,0,0,0,0,0,0,0,0,0,1,0
P391,0,0,2,0,1,1,1,1,0,1,1
P392,0,0,6,3,1,1,0,1,1,4,2
P393,1,1,0,2,0,0,0,0,1,2,0
P394,3,1,1,2,3,1,1,1,0,2,0
P395,0,1,2,2,1,0,0,0,0,0,0
P396,0,0,3,0,0,0,0,0,0,0,0
P397,0,1,0,1,4,3,1,0,0,2,2
P398,0,0,0,0,1,0,0,1,0,1,0
P399,0,1,0,0,0,1,1,0,0,0,0
P400,0,0,1,0,4,0,2,0,0,0,1
P401,1,0,0,1,0,0,1,0,0,1,2
P402,0,0,1,0,1,0,0,0,0,2,0
P403,0,0,0,1,0,0,0,0,0,0,2
P404,0,0,1,0,0,0,0,1,0,0,0
P405,2,4,1,4,0,2,1,0,0,1,14
P406,1,1,0,2,0,0,0,0,4,3,0
P407,1,2,1,0,2,1,1,0,1,0,9
P408,0,0,0,0,0,0,1,0,1,0,1
P409,1,0,6,1,9,0,3,0,2,0,0
P410,1,0,0,0,0,1,0,0,0,0,0
P411,0,3,2,0,1,0,1,0,0,0,8
P412,1,0,1,0,0,1,1,1,0,0,6
P413,0,1,0,0,0,0,0,0,0,2,1
P414,1,2,1,1,2,3,0,0,1,3,0
P415,1,0,2,2,2,1,1,0,1,1,4
P416,1,0,1,0,0,1,1,1,1,0,1
P417,0,0,0,0,0,0,1,0,0,0,1
P418,0,0,0,2,0,1,0,0,0,0,0
P419,3,2,0,0,3,2,2,0,1,1,0
P420,0,0,1,0,0,0,1,0,0,0,0
P421,0,0,1,1,0,0,0,0,0,2,0
P422,2,0,1,0,0,0,0,2,1,0,9
P423,0,0,0,1,0,0,0,0,0,0,4
P424,1,0,1,0,3,0,3,0,0,1,1
P425,0,0,0,2,0,1,0,0,0,3,1
P426,0,0,0,0,0,0,0,1,0,3,0
P427,0,0,0,3,1,1,0,0,0,1,0
