restart,iteration,operator,current_cost,restart_best_cost,global_best_cost,temperature,pack_types_current,pack_types_best,shortage_units_best,overstock_units_best,elapsed_seconds
4,3000,add_curve_pack,378965,378965,329164,1115.79,1039,1039,808,7316,120.555
4,3250,remove_pack,364438,364438,317261,984.651,1075,1076,684,8383,133.411
4,3500,mutate_pack_content,353799,353093,313296,868.924,1116,1116,579,8399,146.827
4,3750,mutate_pack_content,351731,350874,309725,766.799,1159,1127,558,8228,160.19
4,4000,reallocate,351591,350805,309173,676.676,1208,1177,603,8871,174.356
4,4250,mutate_pack_content,345491,344531,308105,597.146,1258,1238,561,8571,188.397
4,4500,mutate_pack_content,333730,333730,306700,526.963,1302,1302,529,9165,204.159
4,4750,remove_pack,331495,331495,304414,465.029,1336,1336,485,9056,219.766
4,5000,remove_pack,330045,328595,303121,410.374,1362,1349,497,8808,235.874
4,5250,add_curve_pack,331092,328595,303121,362.142,1398,1349,497,8808,252.621
4,5500,remove_pack,325484,325351,303121,319.579,1418,1419,359,8812,269.614
4,5750,add_curve_pack,323450,323229,303121,282.019,1461,1454,350,8685,286.242
4,6000,reallocate,323086,322208,301284,248.873,1496,1476,352,8615,303.068
4,6250,remove_pack,319451,319451,300586,219.623,1517,1517,347,8366,320.54
4,6500,reallocate,312310,312307,298994,193.81,1566,1565,238,8294,338.085
4,6750,merge_packs,308440,308296,297495,171.032,1603,1603,187,8370,356.224
4,7000,add_curve_pack,307740,307740,295619,150.93,1632,1632,189,8420,374.229
4,7250,add_curve_pack,306556,305862,292199,133.191,1651,1647,232,8415,392.631
4,7500,merge_packs,305956,305826,290213,117.537,1697,1696,222,8452,411.133
4,7750,remove_pack,305161,305161,288077,103.723,1732,1732,221,8373,429.821
4,8000,remove_pack,302531,302531,286218,91.5324,1756,1758,212,8345,449.811
4,8250,add_curve_pack,302116,302116,285102,80.7745,1787,1786,212,8175,469.81
4,8500,remove_pack,300446,300446,284676,71.281,1833,1833,206,8111,489.557
4,8750,reallocate,298481,298481,283199,62.9033,1868,1867,218,8060,510.689
4,9000,reallocate,297935,297725,281348,55.5103,1900,1898,216,7983,532.531
4,9250,mutate_pack_content,296822,296822,280088,48.9861,1946,1942,210,7891,554.473
4,9500,add_curve_pack,295372,295372,279463,43.2287,1965,1966,240,7792,576.13
4,9750,mutate_pack_content,293473,293473,278120,38.148,1975,1974,217,7674,597.98
4,10000,reallocate,292024,292024,277923,33.6645,2018,2013,198,7597,620.573
4,10250,merge_packs,291327,291327,276934,29.7079,2040,2039,203,7613,643.363
4,10500,split_pack,290548,290548,276737,26.2163,2064,2065,201,7520,666.634
4,10750,mutate_pack_content,289483,289483,275898,23.1351,2079,2079,195,7455,690.457
4,11000,add_curve_pack,287988,287947,272911,20.416,2110,2108,193,7428,713.822
4,11250,remove_pack,286789,286775,272117,18.0165,2157,2147,196,7441,737.678
4,11500,mutate_pack_content,285652,285652,271238,15.899,2184,2184,204,7523,764.444
4,11750,add_curve_pack,284818,284818,268633,14.0304,2201,2199,195,7505,789.975
4,12000,add_curve_pack,283782,283782,267886,12.3814,2221,2221,200,7450,816.11
