pack_id,Amsterdam,Berlin,Brussels,Copenhagen,Helsinki,Madrid,Paris,Platform,Rome,Stockholm,Webshop
P126,0,0,1,0,0,0,1,0,0,0,0
P127,1,1,0,0,1,0,1,0,1,1,3
P128,2,2,2,6,3,2,1,0,2,5,3
P129,0,0,1,0,0,0,1,0,0,4,7
P130,0,1,0,2,1,6,3,1,2,0,4
P131,11,5,11,16,9,3,7,3,5,12,22
P132,4,4,6,7,7,5,3,1,1,7,9
P133,0,2,0,2,10,0,11,0,0,0,15
P134,0,1,0,3,1,0,1,0,1,3,3
P135,0,2,1,0,0,0,0,0,1,2,2
P136,1,1,0,0,0,0,0,0,0,3,0
P137,1,1,0,3,1,2,0,1,1,1,2
P138,2,2,3,5,6,4,4,0,2,4,14
P139,1,0,1,2,4,3,1,0,0,2,7
P140,0,0,0,0,2,1,0,0,3,3,5
P141,0,1,2,1,4,0,0,0,0,0,4
P142,0,2,0,0,0,0,0,0,1,2,0
P143,1,0,0,0,3,2,0,0,0,0,2
P144,1,2,2,1,3,3,3,2,1,3,4
P145,5,2,2,3,1,0,0,0,0,3,8
P146,1,1,0,1,3,0,0,1,0,0,0
P147,1,0,2,0,2,1,2,0,1,2,0
P148,0,0,0,2,0,0,1,1,0,0,0
P149,0,3,1,3,4,1,1,0,0,0,0
P150,0,0,0,0,0,1,0,0,0,1,0
P151,0,0,0,0,0,1,5,0,1,1,0
P152,1,4,8,11,0,0,0,0,2,4,4
P153,1,0,1,2,1,0,2,0,0,3,4
P154,1,0,1,1,0,0,0,0,0,0,0
P155,0,1,2,1,5,1,4,1,0,7,11
P156,1,0,2,2,3,1,1,0,1,0,3
P157,1,0,3,0,3,0,1,0,0,0,5
P158,0,1,0,0,0,0,0,0,0,0,0
P159,0,0,1,1,5,0,0,0,0,3,3
P160,7,5,5,4,10,8,5,3,2,8,21
P161,1,5,2,9,6,4,3,1,1,9,20
P162,0,1,0,0,2,1,0,0,1,3,0
P163,0,1,1,1,2,1,1,0,0,2,3
P164,1,0,2,1,0,0,0,0,0,0,1
P165,6,9,8,12,11,11,7,3,4,15,30
P166,6,1,4,4,3,5,3,2,1,4,9
P167,0,0,2,5,0,0,0,0,1,0,0
P168,0,0,0,0,1,0,0,1,0,0,0
P169,0,0,0,11,0,1,0,0,1,0,0
P170,1,1,0,2,2,1,0,0,1,4,4
P171,0,0,0,0,0,0,0,0,1,0,0
P172,1,2,0,1,0,0,1,1,1,1,1
P173,2,1,1,1,3,1,1,0,0,1,2
P174,3,3,8,11,6,10,4,2,6,13,18
P175,0,1,0,0,0,2,0,0,0,0,0
P176,0,0,0,1,0,0,0,0,0,0,1
P177,0,0,0,0,0,0,0,0,0,0,7
P178,0,0,0,0,1,0,0,0,0,0,0
P179,0,1,3,2,6,4,1,0,0,4,4
P180,1,2,0,2,3,1,0,1,0,1,4
P181,0,1,0,3,1,0,0,0,1,0,2
P182,1,0,0,2,0,2,1,1,0,2,0
P183,0,1,0,1,0,0,1,0,2,0,0
P184,1,1,1,1,1,0,2,0,1,2,2
P185,3,0,0,2,4,2,2,0,0,4,2
P186,3,4,8,5,8,6,7,2,1,9,17
P187,5,4,5,9,11,8,11,3,5,9,18
P188,0,0,0,0,3,1,0,0,2,0,0
P189,3,0,0,0,0,0,1,1,0,4,0
P190,1,0,5,0,2,0,0,1,0,0,3
P191,3,2,1,1,8,2,2,0,0,7,2
P192,0,1,0,0,0,0,0,0,0,0,1
P193,0,0,0,0,0,0,0,0,1,0,0
P194,2,2,0,4,4,0,0,0,0,2,7
P195,0,0,0,2,2,0,2,1,1,0,5
P196,1,0,0,0,1,1,0,0,0,0,0
P197,1,0,0,2,6,1,0,0,1,1,10
P198,1,1,0,2,2,2,1,1,0,1,3
P199,1,0,1,0,0,0,0,0,0,0,0
P200,1,1,0,1,0,0,0,0,0,1,1
P201,2,2,1,1,4,3,2,1,2,5,10
P202,0,2,0,3,4,0,2,0,0,3,0
P203,5,0,7,5,10,5,4,0,2,6,9
P204,0,0,0,1,1,0,0,0,0,1,0
P205,0,3,2,2,5,1,1,0,0,1,2
P206,0,1,0,2,0,0,0,0,0,0,1
P207,0,0,0,0,0,2,0,1,0,0,2
P208,0,0,0,1,0,0,2,0,1,1,0
P209,2,1,1,1,0,3,2,0,0,0,1
P210,1,2,2,2,2,2,3,1,0,2,4
P211,0,8,0,2,2,2,0,1,0,4,0
P212,0,0,4,0,1,0,0,0,0,1,0
P213,0,0,0,0,0,0,1,0,0,0,0
P214,0,0,1,1,1,0,0,0,0,6,0
P215,2,0,1,1,1,0,0,0,0,1,0
P216,0,0,0,0,2,0,0,0,2,0,2
P217,0,1,0,0,0,0,2,0,0,1,4
P218,1,0,1,1,4,1,0,1,0,1,0
P219,0,1,0,0,0,0,0,1,1,1,0
P220,2,1,0,0,0,0,1,0,0,0,0
P221,1,3,3,4,3,4,0,0,0,2,6
P222,0,0,0,1,0,0,0,0,0,2,3
P223,2,0,2,12,5,0,2,0,0,5,4
P224,0,0,0,0,0,0,0,1,0,2,1
P225,0,0,0,1,0,0,0,0,0,1,0
P226,0,0,2,2,2,0,1,0,0,1,5
P227,0,0,0,0,2,0,0,1,0,0,1
P228,0,0,0,0,0,0,1,0,0,0,1
P229,1,0,1,0,0,1,0,0,0,0,0
P230,0,1,0,0,0,0,0,0,0,1,0
P231,0,1,0,3,0,1,2,1,0,2,3
P232,0,0,0,0,0,0,1,0,0,1,1
P233,0,0,1,0,1,0,1,1,0,0,0
P234,0,0,4,7,4,2,2,1,0,2,10
P235,0,0,0,0,0,0,0,0,1,0,0
P236,0,2,0,0,3,0,1,1,1,8,1
P237,9,9,15,28,24,14,10,3,4,22,41
P238,0,1,0,0,0,0,1,0,0,0,2
P239,0,0,0,1,1,0,0,0,0,1,0
P240,0,0,0,0,2,0,2,0,0,0,0
P241,0,1,1,0,2,1,2,1,0,1,4
P242,1,0,1,2,0,0,1,0,1,1,1
P243,0,0,1,0,0,0,2,1,0,1,4
P244,1,2,3,4,6,1,1,1,1,1,3
P245,0,0,0,1,0,1,0,0,0,0,0
P246,1,0,0,0,0,1,0,0,0,0,0
P247,0,0,0,3,4,1,1,0,0,1,5
P248,0,1,2,2,4,5,5,0,0,14,2
P249,1,0,2,1,4,3,3,0,1,7,0
P250,0,0,2,2,1,0,0,0,2,1,0
P251,0,0,0,3,0,0,0,0,0,0,3
P252,1,0,0,0,0,3,0,0,0,0,0
P253,0,0,1,0,0,0,0,0,0,0,3
P254,0,0,0,0,0,0,0,0,0,0,5
P255,0,0,1,1,2,0,1,0,0,2,0
P256,0,0,0,1,0,0,0,0,0,0,0
P257,0,0,0,0,0,0,2,0,0,0,0
P258,0,2,0,2,0,0,0,0,0,0,0
P259,1,1,1,0,2,0,1,0,1,1,2
P260,0,0,2,1,4,1,0,1,0,1,3
P261,0,0,0,1,0,0,0,0,0,0,0
P262,0,0,0,0,2,0,0,0,0,1,2
P263,0,0,0,2,0,0,0,0,1,2,5
P264,0,0,0,0,0,0,0,0,1,0,0
P265,0,0,0,0,0,0,2,0,0,2,2
P266,0,0,0,0,0,0,0,0,0,0,2
P267,0,0,0,2,2,1,0,0,0,0,0
P268,1,2,4,0,1,3,2,1,0,3,5
P269,1,1,0,2,1,4,0,1,1,5,9
P270,3,2,1,3,3,3,2,0,1,5,6
P271,1,2,8,2,10,3,0,1,1,2,8
P272,4,3,5,5,6,5,2,1,1,10,6
P273,1,0,1,0,0,1,1,2,0,0,1
P274,7,10,16,18,34,19,9,5,7,27,48
P275,2,2,3,9,3,3,5,1,3,5,15
P276,2,3,2,3,2,3,3,0,2,5,7
P277,0,0,1,3,4,2,2,0,1,1,2
P278,1,0,0,1,2,1,0,1,0,0,4
P279,0,0,5,3,1,0,0,0,1,5,0
P280,0,1,0,3,3,1,1,0,2,1,8
P281,1,1,0,0,0,1,0,0,0,0,1
P282,2,1,4,4,3,6,4,1,0,4,16
P283,1,2,3,5,1,0,0,0,0,4,2
P284,1,3,1,2,1,2,0,0,0,3,1
P285,0,0,1,3,0,0,1,1,1,1,3
P286,0,0,0,5,0,0,0,0,0,0,0
P287,1,0,2,2,2,5,1,1,0,2,6
P288,0,0,2,0,0,0,0,0,0,0,0
P289,1,0,2,1,0,0,0,0,0,0,0
P290,1,0,0,0,0,1,0,0,1,0,0
P291,1,1,1,1,2,1,2,1,1,2,4
P292,0,0,4,0,3,0,0,0,1,6,14
P293,1,0,0,1,1,2,3,0,1,0,0
P294,0,0,2,0,0,0,0,0,0,1,3
P295,0,2,1,7,2,6,0,0,0,6,4
P296,1,1,0,2,0,0,0,0,1,0,0
P297,0,4,0,2,5,1,0,1,1,2,3
P298,3,1,1,0,0,0,2,2,0,4,3
P299,5,4,4,3,0,1,3,1,1,5,5
P300,0,3,0,2,0,2,2,0,1,0,10
P301,2,0,1,2,2,1,1,1,1,2,2
P302,0,0,1,0,1,0,0,0,1,0,0
P303,0,4,1,2,3,3,1,0,0,4,4
P304,1,0,1,2,3,0,0,1,0,1,3
P305,0,0,1,0,0,0,0,0,0,0,0
P306,0,0,1,0,0,0,0,1,0,1,0
P307,0,0,0,0,0,0,0,0,0,0,8
P308,0,1,0,0,1,0,0,0,0,0,1
P309,1,0,0,1,2,3,0,0,0,0,4
P310,7,1,2,6,10,2,3,1,1,10,30
P311,0,1,0,0,0,0,0,0,0,0,0
P312,4,1,2,6,0,2,1,2,1,1,0
P313,0,1,0,2,1,1,0,1,1,0,0
P314,0,0,0,0,0,1,0,0,0,0,2
P315,0,0,2,0,0,0,0,0,0,0,1
P316,0,2,3,2,2,2,1,1,3,9,12
P317,0,0,0,1,0,0,0,0,0,0,0
