pack_id,Amsterdam,Berlin,Brussels,Copenhagen,Helsinki,Madrid,Paris,Platform,Rome,Stockholm,Webshop
P190,1,0,1,0,2,1,0,1,0,1,1
P191,2,2,0,2,5,4,2,0,0,6,4
P192,2,1,0,1,0,0,0,1,0,0,0
P193,0,0,0,1,1,0,0,0,1,3,2
P194,0,0,0,0,0,0,1,0,0,0,0
P195,2,2,3,2,5,3,1,0,2,0,8
P196,1,0,0,2,0,0,0,0,0,1,2
P197,0,1,1,0,0,0,0,0,1,0,0
P198,0,1,2,1,1,0,0,3,0,3,2
P199,0,0,0,2,0,0,0,0,0,0,0
P200,2,1,2,1,4,0,1,1,0,0,3
P201,0,0,0,2,0,0,0,0,0,0,0
P202,0,0,0,0,0,1,1,0,0,0,0
P203,0,0,1,2,0,0,0,0,0,0,0
P204,2,0,0,0,1,0,1,0,0,0,0
P205,0,0,0,0,0,0,2,0,0,0,1
P206,0,0,0,1,0,0,0,0,0,2,1
P207,5,3,5,5,4,0,3,2,0,2,4
P208,0,1,0,0,0,0,0,0,0,0,0
P209,0,1,0,2,0,2,0,0,0,0,1
P210,0,0,1,0,2,1,0,0,0,1,1
P211,1,0,0,0,0,1,0,0,0,0,1
P212,2,3,2,4,4,3,4,0,3,10,10
P213,0,0,0,1,2,1,0,0,0,2,4
P214,0,0,0,0,0,0,0,0,0,0,1
P215,0,0,0,0,0,0,0,1,0,0,2
P216,0,0,1,0,0,0,0,0,0,2,0
P217,0,0,1,0,1,1,1,0,1,1,1
P218,1,0,0,0,0,0,2,2,0,0,1
P219,0,0,0,0,0,1,0,0,0,0,0
P220,0,1,0,0,0,1,0,0,0,0,0
P221,0,0,0,0,0,1,2,0,1,0,3
P222,0,0,2,0,0,2,0,0,0,0,0
P223,2,0,0,2,0,0,0,0,0,0,0
P224,0,0,2,0,0,1,0,0,0,0,0
P225,0,1,0,0,0,0,0,0,0,0,1
P226,0,0,0,3,0,0,1,0,0,0,2
P227,1,0,0,0,3,0,0,0,0,3,2
P228,0,0,0,0,0,2,0,0,0,0,0
P229,0,1,0,0,0,0,0,0,0,0,0
P230,0,0,0,0,0,1,0,0,0,1,0
P231,0,0,0,2,3,0,0,0,0,1,0
P232,0,0,1,3,0,1,0,0,0,0,4
P233,0,0,0,0,0,0,0,0,0,0,3
P234,0,0,1,2,0,0,0,0,0,0,2
P235,1,3,0,1,0,0,2,0,1,3,4
P236,0,0,0,1,0,0,0,0,0,0,1
P237,0,0,0,2,1,0,1,1,0,0,3
P238,0,0,0,0,0,0,0,0,1,0,0
P239,1,0,0,0,1,0,0,0,0,1,0
P240,0,0,0,1,1,2,0,1,2,2,3
P241,0,0,0,0,0,0,1,0,0,0,0
P242,0,1,0,2,3,0,0,1,2,4,1
P243,0,1,0,0,0,0,0,0,0,0,0
P244,1,0,0,0,0,0,0,0,0,0,4
P245,0,2,0,0,0,0,2,0,0,0,1
